society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
eldeco accolade,1.14,sohna road,6530.0,1745.79,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),3,3,3+,4.0,East,Relatively New,flat,1751.0,,1062.0,0,0,0,0,0,0,157,581.93
independent,0.59,sector 8,10085.0,585.0,Plot area 585(54.35 sq.m.),2,2,2,2.0,,Moderately Old,house,,585.0,,0,0,0,0,1,0,7,292.5
emaar gurgaon greens,1.52,sector 102,9212.0,1650.02,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,North-West,Relatively New,flat,1650.0,,1022.58,0,1,0,0,0,2,137,550.0066666666667
signature global park,0.53,sohna road,6295.0,841.94,Carpet area: 845 (78.5 sq.m.),2,2,2,1.0,East,Relatively New,flat,,,845.0,0,0,0,1,0,0,168,420.97
raheja vedaanta,0.7,sector 108,4651.0,1505.05,Super Built up area 1505(139.82 sq.m.),2,2,2,12.0,South,Moderately Old,flat,1505.0,,,0,0,0,0,0,0,72,752.525
signature andour heights,0.6,sector 71,10000.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),2,2,1,5.0,South-West,Relatively New,flat,600.0,,514.0,0,0,0,1,0,0,59,300.0
vatika city,1.85,sector 49,10578.0,1748.91,Super Built up area 1748.87(162.48 sq.m.)Built Up area: 1471.12 sq.ft. (136.67 sq.m.),3,3,1,7.0,South-West,Moderately Old,flat,1748.87,1471.12,,0,0,1,1,0,0,158,582.97
smart world orchard,1.6,sector 61,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,flat,,,1150.0,0,0,0,0,0,0,16,575.0
sare crescent parc,0.95,sector 92,5013.0,1895.07,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,5,3+,13.0,North,Undefined,flat,,1895.0,1500.0,0,0,0,0,0,0,0,473.7675
mahindra aura,1.4,sector 110,9655.0,1450.03,Super Built up area 1615(150.04 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,North,Relatively New,flat,1615.0,1550.0,1450.0,0,0,0,0,0,2,142,483.3433333333333
lotus homz,0.7,sector 111,10057.0,696.03,Carpet area: 696 (64.66 sq.m.),2,2,2,8.0,East,Relatively New,flat,,,696.0,0,0,0,0,0,0,68,348.015
trisara our homes 3,0.4,sohna road,6561.0,609.66,Carpet area: 602 (55.93 sq.m.),2,2,1,0.0,South,New Property,flat,,,602.0,0,0,0,0,0,2,90,304.83
dlf new town heights,1.26,sector 86,6113.0,2061.18,Super Built up area 1930(179.3 sq.m.),3,3,3,5.0,West,Moderately Old,flat,1930.0,,,0,1,0,0,1,0,113,687.06
godrej summit,1.25,sector 104,6778.0,1844.2,Super Built up area 1844(171.31 sq.m.),3,4,3+,12.0,East,Relatively New,flat,1844.0,,,0,1,0,0,1,0,79,614.7333333333333
emaar gurgaon greens,1.4,sector 102,8484.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively New,flat,1650.0,,1200.0,0,1,0,0,0,0,49,550.0566666666667
godrej,2.03,sector 79,9046.0,2244.09,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,South-East,Relatively New,flat,2244.0,,,0,1,0,0,0,0,118,748.0300000000001
shri banke bihari society,1.35,sector 56,6750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,5.0,East,Old Property,flat,2000.0,1800.0,1600.0,0,0,0,0,1,2,82,666.6666666666666
independent,3.65,sector 2,23443.0,1557.0,Plot area 173(144.65 sq.m.),3,9,3+,3.0,West,New Property,house,,1557.0,,0,1,0,1,0,2,116,519.0
signature global city,0.68,sector 37d,11724.0,580.01,Carpet area: 580 (53.88 sq.m.),2,2,3,9.0,,New Property,flat,,,580.0,0,0,0,0,1,0,58,290.005
indiabulls centrum park,1.32,sector 103,7787.0,1695.13,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3+,6.0,North-East,Relatively New,flat,1695.0,1300.0,1200.0,1,0,0,0,0,0,49,565.0433333333334
signature andour heights,0.37,sector 71,7400.0,500.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1,1,2,2.0,North-East,Relatively New,flat,500.0,425.0,366.48,0,0,0,0,0,2,37,500.0
emaar mgf emerald floors premier,2.77,sector 65,14025.0,1975.04,Carpet area: 1975 (183.48 sq.m.),4,4,3+,3.0,North-East,Relatively New,flat,,,1975.0,1,1,0,0,0,1,174,493.76
ramprastha primera,1.1,sector 37d,6111.0,1800.03,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,6.0,North-West,Relatively New,flat,1800.0,1700.0,1600.0,0,0,0,0,0,0,149,600.01
mapsko paradise,0.75,sector 83,5597.0,1340.0,Super Built up area 1340(124.49 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,3,10.0,North,New Property,flat,1340.0,,1000.0,0,0,0,0,1,2,49,446.6666666666667
signature global park 4,0.85,sector 36,11333.0,750.02,Carpet area: 750 (69.68 sq.m.),3,2,3,1.0,,New Property,flat,,,750.0,0,0,0,0,0,0,33,250.00666666666666
aipl club residences,0.95,sector 70a,10215.0,930.0,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,1,11.0,North-East,New Property,flat,,930.0,730.0,0,0,0,0,0,2,103,465.0
unitech the palms,2.75,sector 41,16768.0,1640.03,Super Built up area 1640(152.36 sq.m.),3,3,2,14.0,,Old Property,flat,1640.0,,,0,0,0,0,0,1,79,546.6766666666666
orris carnation residency,0.8,sector 85,4857.0,1647.11,Super Built up area 1645(152.83 sq.m.)Built Up area: 1390 sq.ft. (129.14 sq.m.)Carpet area: 1275 sq.ft. (118.45 sq.m.),3,4,3,4.0,West,Relatively New,flat,1645.0,1390.0,1275.0,0,1,0,0,0,2,40,549.0366666666666
bptp visionnaire,4.6,sector 70a,17625.0,2610.0,Plot area 290(242.48 sq.m.),4,4,3+,3.0,North,Moderately Old,house,,2610.0,,1,1,1,1,0,0,96,652.5
smart world gems,1.01,sector 89,9156.0,1103.1,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,,Under Construction,flat,,,1103.0,1,0,0,0,0,0,38,551.55
prime habitat,0.26,sector 99a,4745.0,547.95,Carpet area: 550 (51.1 sq.m.),2,2,1,6.0,North-East,Relatively New,flat,,,550.0,0,0,0,0,1,0,79,273.975
independent,1.4,sector 12,8701.0,1609.0,Plot area 166(138.8 sq.m.),2,2,1,2.0,North-East,Old Property,house,,166.0,,0,0,0,0,0,0,0,804.5
tulip ivory,2.1,sector 70,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,5,3+,5.0,West,Moderately Old,flat,2400.0,,1850.0,0,1,0,0,0,2,120,600.0
sobha city,2.6,sector 108,15195.0,1711.09,Super Built up area 1711(158.96 sq.m.),3,3,2,8.0,East,Relatively New,flat,1711.0,,,0,0,0,0,0,0,99,570.3633333333333
paras dews,1.15,sector 106,7419.0,1550.07,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,11.0,North-East,Relatively New,flat,1760.0,1650.0,1550.0,0,1,0,1,0,2,174,516.6899999999999
tulip violet,1.76,sector 69,8756.0,2010.05,Super Built up area 2010(186.74 sq.m.),4,4,2,6.0,North,Relatively New,flat,2010.0,,,0,0,0,0,0,0,108,502.5125
bptp visionnaire,5.25,sector 70a,20115.0,2610.0,Plot area 290(242.48 sq.m.),5,4,3+,3.0,North-East,New Property,house,,2610.0,,0,1,0,0,0,2,49,522.0
pyramid urban homes 2,0.6,sector 86,8000.0,750.0,Carpet area: 750 (69.68 sq.m.),3,2,2,2.0,East,New Property,flat,,,750.0,0,0,0,0,0,0,13,250.0
railway officers rpf society,1.3,sector 9a,5039.0,2579.88,Built Up area: 2580 (239.69 sq.m.),4,4,3+,9.0,East,Undefined,flat,,2580.0,,0,0,0,0,0,0,0,644.97
central park flower valley,2.15,sector 33,13522.0,1590.0,Super Built up area 1590(147.72 sq.m.),3,3,3+,1.0,,New Property,flat,1590.0,,,0,0,0,0,0,0,31,530.0
bestech park view grand spa,4.7,sector 81,6786.0,6926.02,Super Built up area 6926(643.45 sq.m.),4,4,3+,19.0,North,Relatively New,flat,6926.0,,,0,1,0,0,0,2,140,1731.505
tulip violet,1.36,sector 69,8841.0,1538.29,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,North-West,Relatively New,flat,1538.0,,,0,0,0,1,0,0,86,512.7633333333333
park royal apartment,1.71,sector 56,7600.0,2250.0,Built Up area: 2251 (209.12 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,3+,5.0,North-East,Moderately Old,flat,,2251.0,2250.0,0,1,0,0,0,2,118,750.0
m3m heights,2.5,sector 65,13600.0,1838.24,Super Built up area 1828(169.83 sq.m.),3,3,3,19.0,,Under Construction,flat,1828.0,,,0,0,0,0,0,0,48,612.7466666666667
tulip violet,1.36,sector 69,8618.0,1578.09,Super Built up area 1578(146.6 sq.m.),3,3,2,12.0,West,Relatively New,flat,1578.0,,,0,0,0,1,0,2,49,526.03
dlf the primus,1.59,sector 82a,10338.0,1538.02,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,5.0,North-East,Relatively New,flat,1799.0,,1538.0,0,0,0,0,1,1,167,512.6733333333333
vipul tatvam villa,7.8,sector 48,23145.0,3370.0,Plot area 360(301.01 sq.m.),4,4,3+,2.0,North-East,Relatively New,house,,3240.0,,1,1,1,1,0,2,145,842.5
sobha city,3.75,sector 108,14938.0,2510.38,Super Built up area 2343(217.67 sq.m.),3,3,2,16.0,North-East,New Property,flat,2343.0,,,0,1,0,0,0,0,77,836.7933333333334
independent,13.5,sector 25,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9,9,0,1.0,East,Relatively New,house,,7000.0,,0,0,0,0,0,0,0,777.7777777777778
bestech park view spa next,2.85,sector 67,12127.0,2350.13,Super Built up area 2350(218.32 sq.m.),4,4,3+,5.0,South,Moderately Old,flat,2350.0,,,0,1,0,1,0,2,149,587.5325
puri emerald bay,2.6,sector 104,15160.0,1715.04,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,,Relatively New,flat,2450.0,,1715.0,1,1,0,0,0,0,81,571.68
bhawna cghs,3.25,sector 43,10156.0,3200.08,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,12.0,,Moderately Old,flat,3200.0,,3000.0,0,0,0,1,0,2,119,800.02
rof ananda,0.32,sector 95,5736.0,557.88,Carpet area: 549.16 (51.02 sq.m.),2,2,1,10.0,North,Relatively New,flat,,,549.174178,0,0,0,1,0,2,50,278.94
bptp terra,1.8,sector 37d,8215.0,2191.11,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,18.0,North-West,Relatively New,flat,2191.0,,1860.0,1,1,0,1,0,0,49,547.7775
housing board colony,5.5,sector 28,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,3,3,2.0,North,Old Property,house,,1800.0,,0,0,0,1,1,2,22,450.0
hsiidc sidco aravali,0.91,manesar,3516.0,2588.17,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3+,8.0,East,Moderately Old,flat,2588.0,1900.0,,0,1,0,0,0,0,23,862.7233333333334
unitech uniworld resorts,8.0,sector 33,17778.0,4500.0,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,Undefined,house,,500.0,,0,0,0,0,0,0,0,750.0
central park flower valley,1.2,sohna road,6742.0,1779.89,Built Up area: 1780 (165.37 sq.m.),3,3,0,11.0,,Undefined,flat,,1780.0,,0,0,0,0,0,0,66,593.2966666666667
green homes,1.85,sector 52,7872.0,2350.1,Super Built up area 2350(218.32 sq.m.),3,3,3,7.0,,Moderately Old,flat,2350.0,,,0,1,0,0,0,0,28,783.3666666666667
ireo skyon,3.05,sector 60,12788.0,2385.05,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Relatively New,flat,2385.0,2300.0,2200.0,0,1,0,0,0,2,165,795.0166666666668
ireo victory valley,3.05,sector 67,16266.0,1875.08,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,2,35.0,South-West,Relatively New,flat,2385.0,2200.0,1875.0,1,1,0,0,0,2,165,625.0266666666666
ansal celebrity homes,5.2,sector 2,10000.0,5200.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),4,5,2,1.0,,Undefined,house,,5200.0,4000.0,0,0,0,0,0,0,0,1300.0
emaar mgf marbella,11.0,sector 66,33951.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,2.0,North-East,New Property,house,,3240.0,,1,1,1,1,0,2,153,648.0
the close north,2.51,sector 50,11992.0,2093.06,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,North-East,Moderately Old,flat,2093.0,,,0,0,1,1,0,2,109,697.6866666666666
jmd gardens,3.25,sector 33,7510.0,4327.56,Carpet area: 4328 (402.08 sq.m.),4,4,3+,17.0,South-East,Old Property,flat,,,4328.0,0,1,0,0,0,2,130,1081.89
raheja sampada,0.7,sector 92,4453.0,1571.97,Built Up area: 1572 (146.04 sq.m.),3,3,0,7.0,,Undefined,flat,,1572.0,,0,0,0,0,0,0,0,523.99
bestech altura,1.72,sector 79,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,3+,5.0,North-East,Relatively New,flat,2150.0,,1300.0,0,1,0,0,0,2,174,716.6666666666666
signature global infinity mall,0.41,sector 36,6269.0,654.01,Built Up area: 654 (60.76 sq.m.),2,2,3,3.0,,Undefined,flat,,654.0,,0,0,0,0,0,0,0,327.005
dlf regal gardens,1.2,sector 90,6837.0,1755.16,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,15.0,South-West,Relatively New,flat,1755.0,,1400.0,0,0,0,0,0,0,118,585.0533333333334
dlf the primus,2.95,sector 82a,11451.0,2576.19,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,5,3+,10.0,North-East,Relatively New,flat,2576.0,,1700.0,0,1,0,0,0,1,174,644.0475
corona gracieux,0.75,sector 76,5660.0,1325.09,Super Built up area 1325(123.1 sq.m.),2,2,3,13.0,,Relatively New,flat,1325.0,,,0,0,0,0,0,2,0,662.545
emaar mgf the palm drive,3.5,sector 66,16470.0,2125.08,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3,4,3,6.0,North,Relatively New,flat,2200.0,2150.0,2125.0,0,1,0,0,0,0,68,708.36
bptp visionnaire,6.0,sector 70a,22222.0,2700.0,Plot area 300(250.84 sq.m.),5,4,3,3.0,North-East,New Property,house,,2700.0,,1,0,0,0,0,0,40,540.0
bptp mansions park prime,3.0,sector 66,10853.0,2764.21,Super Built up area 2764(256.78 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,4,3,3.0,North,Relatively New,flat,2764.0,2700.0,2500.0,1,1,0,1,1,2,174,691.0525
central park flower valley,1.55,sector 33,11923.0,1300.01,Carpet area: 1300 (120.77 sq.m.),3,3,3+,7.0,North-East,New Property,flat,,,1300.0,0,0,0,0,0,2,28,433.33666666666664
bestech park view sanskruti,1.55,sector 92,9687.0,1600.08,Super Built up area 1995(185.34 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,17.0,,Relatively New,flat,1995.0,,1600.0,0,1,0,0,0,2,60,533.36
supertech araville,1.45,sector 79,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3.0,North,Relatively New,flat,,,1945.0,0,0,0,0,0,0,0,648.3333333333334
experion windchants,3.75,sector 112,13383.0,2802.06,Super Built up area 2802(260.31 sq.m.),3,5,3+,22.0,South-West,Relatively New,flat,2802.0,,,0,1,0,0,0,2,49,934.02
ss the leaf,1.17,sector 85,7001.0,1671.19,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,11.0,East,Relatively New,flat,1671.0,1660.0,1650.0,0,0,0,0,0,0,49,835.595
tulip violet,1.7,sector 69,8457.0,2010.17,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4,4,2,10.0,South-West,Relatively New,flat,2010.0,,1610.0,1,1,1,1,0,0,174,502.5425
the close north,2.65,sector 50,11276.0,2350.12,Super Built up area 2605(242.01 sq.m.)Built Up area: 2491 sq.ft. (231.42 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),3,3,3+,3.0,South-East,Moderately Old,flat,2605.0,2491.0,2350.0,0,1,0,0,0,0,174,783.3733333333333
independent,1.45,sector 55,26852.0,540.0,Plot area 60(5.57 sq.m.),1,4,3+,4.0,East,Relatively New,house,,60.0,,0,0,1,0,0,0,70,540.0
independent,4.6,sector 26,12198.0,3771.0,Plot area 419(350.34 sq.m.),4,4,3+,,,Old Property,house,,3771.0,,0,0,0,0,0,0,28,942.75
m3m golfestate,4.95,sector 65,15906.0,3112.03,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,Relatively New,flat,3112.0,,,0,1,0,0,0,2,82,1037.3433333333335
independent,3.5,sector 31,24155.0,1449.0,Plot area 161(134.62 sq.m.),4,4,3,2.0,North-East,Old Property,house,,1449.0,,0,0,1,0,0,2,70,362.25
godrej frontier,1.4,sector 80,6189.0,2262.08,Super Built up area 2262(210.15 sq.m.)Built Up area: 1854 sq.ft. (172.24 sq.m.)Carpet area: 1576 sq.ft. (146.42 sq.m.),3,4,2,10.0,North-West,Moderately Old,flat,2262.0,1854.0,1576.0,0,0,1,1,0,0,111,754.0266666666666
unitech uniworld resorts,8.0,sector 33,11429.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,3+,2.0,West,Old Property,house,,7000.0,,1,1,1,1,0,0,77,1750.0
vatika the seven lamps,1.39,sector 82,6412.0,2167.81,Super Built up area 2160(200.67 sq.m.),3,3,3+,11.0,East,Relatively New,flat,2160.0,,,1,1,0,0,0,2,117,722.6033333333334
gls arawali homes,0.35,sohna road,6076.0,576.04,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,11.0,,Relatively New,flat,576.0,,480.53,0,0,0,0,0,0,64,288.02
tulip violet,1.4,sector 69,8861.0,1579.96,Super Built up area 1578(146.6 sq.m.),3,3,2,2.0,North-East,Relatively New,flat,1578.0,,,0,0,0,1,0,0,102,526.6533333333333
central park flower valley,1.79,sector 33,11251.0,1590.97,Super Built up area 1789(166.2 sq.m.),3,3,3,3.0,South,Old Property,flat,1789.0,,,0,0,0,0,0,0,71,530.3233333333334
shapoorji pallonji joyville gurugram,2.4,sector 102,10545.0,2275.96,Super Built up area 2162(200.86 sq.m.),4,4,3+,15.0,North-East,Relatively New,flat,2162.0,,,0,0,0,0,0,0,108,568.99
emaar mgf emerald floors premier,2.35,sector 65,14242.0,1650.05,Super Built up area 1650(153.29 sq.m.),3,3,3,2.0,West,Relatively New,flat,1650.0,,,1,1,0,0,0,2,168,550.0166666666667
m3m heights,2.25,sector 65,13608.0,1653.44,Carpet area: 1433 (133.13 sq.m.),2,2,3,5.0,,Under Construction,flat,,,1433.0,0,0,0,0,0,0,48,826.72
ats triumph,2.3,sector 104,10000.0,2300.0,Carpet area: 2290 (212.75 sq.m.),3,4,3+,15.0,North-East,New Property,flat,,,2290.0,0,1,0,0,0,0,117,766.6666666666666
m3m woodshire,1.35,sector 107,5717.0,2361.38,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,8.0,South,Relatively New,flat,2361.0,1950.0,,0,1,0,0,0,2,74,787.1266666666667
ramprastha primera,1.02,sector 37d,6000.0,1700.0,Super Built up area 1700(157.94 sq.m.),3,2,3,22.0,,Under Construction,flat,1700.0,,,0,0,0,0,0,0,43,566.6666666666666
independent,2.15,sector 43,13030.0,1650.0,Built Up area: 1650 (153.29 sq.m.),1,1,0,1.0,,Undefined,house,,1650.0,,0,0,0,0,0,0,0,1650.0
supertech new soft launch,0.84,sector 68,7119.0,1179.94,Built Up area: 1180 (109.63 sq.m.),2,2,2,7.0,East,Undefined,flat,,1180.0,,0,0,0,0,0,0,0,589.97
pivotal devaan,0.41,sector 84,7032.0,583.05,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,New Property,flat,583.0,565.0,483.0,0,0,0,0,0,2,23,291.525
independent,3.0,sector 7,11494.0,2610.0,Built Up area: 2610 (242.48 sq.m.),7,7,0,3.0,,Undefined,house,,2610.0,,0,0,0,0,0,0,0,372.85714285714283
emaar mgf marbella,8.8,sector 66,41608.0,2115.0,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,Relatively New,house,,267.0,,0,1,1,1,0,0,107,528.75
emaar mgf the enclave,2.1,sector 66,12352.0,1700.13,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,2,12.0,North-East,Relatively New,flat,1920.0,1800.0,1700.0,0,1,0,0,0,2,156,566.71
independent,6.5,sector 50,21667.0,3000.0,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,,Undefined,house,,3000.0,,0,0,0,0,0,0,0,600.0
dlf regal gardens,1.19,sector 90,5505.0,2161.67,Super Built up area 1726(160.35 sq.m.),3,3,2,11.0,South-East,Relatively New,flat,1726.0,,,0,0,0,0,1,0,88,720.5566666666667
shree vardhman victoria,1.25,sector 70,9259.0,1350.04,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,East,Relatively New,flat,1350.0,,,1,0,0,0,0,0,43,675.02
dlf new town heights,1.4,sector 86,5942.0,2356.11,Super Built up area 2356(218.88 sq.m.),4,4,3+,20.0,South-East,Relatively New,flat,2356.0,,,0,1,0,1,0,0,65,589.0275
godrej nature plus,1.35,sector 33,8231.0,1640.14,Super Built up area 1640(152.36 sq.m.),3,2,3+,7.0,North-East,Under Construction,flat,1640.0,,,0,0,0,1,0,0,49,546.7133333333334
ss the leaf,2.05,sector 85,7290.0,2812.07,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4,4,3+,4.0,North-East,Relatively New,flat,2812.0,2500.0,2250.0,0,1,0,0,0,2,49,703.0175
emaar mgf palm terraces select,3.4,sector 66,14107.0,2410.15,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4,4,3+,2.0,North-East,Relatively New,flat,2410.0,2210.0,2040.0,0,1,0,0,0,2,157,602.5375
unitech espace,10.45,sector 50,32253.0,3240.0,Plot area 360(301.01 sq.m.),5,7,3+,3.0,,Moderately Old,house,,3240.0,,1,1,0,1,1,2,153,648.0
green court,0.4,sector 90,6389.0,626.08,Super Built up area 626(58.16 sq.m.)Carpet area: 526 sq.ft. (48.87 sq.m.),2,2,1,8.0,South,New Property,flat,626.0,,526.0,0,0,0,0,0,0,20,313.04
sare homes,0.71,sector 92,5354.0,1326.11,Carpet area: 1326 (123.19 sq.m.),3,3,3,2.0,North-West,Relatively New,flat,,,1326.0,0,0,0,1,0,0,108,442.03666666666663
central park flower valley,1.65,sohna road road,17441.0,946.05,Carpet area: 946 (87.89 sq.m.),3,3,0,1.0,,Undefined,flat,,,946.0,0,0,0,0,0,0,66,315.34999999999997
dlf the primus,2.25,sector 82a,10714.0,2100.06,Carpet area: 2100 (195.1 sq.m.),3,3,3+,29.0,East,Relatively New,flat,,,2100.0,0,1,0,0,0,1,72,700.02
bptp amstoria,1.9,sector 102,8444.0,2250.12,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,3+,1.0,North-East,Relatively New,flat,2727.0,2500.0,2250.0,0,1,0,0,0,0,174,750.04
smart world one dxp,3.45,sector 113,13269.0,2600.05,Super Built up area 2600(241.55 sq.m.),4,4,3,11.0,South-East,Under Construction,flat,2600.0,,,1,1,0,0,0,2,156,650.0125
tulip violet,1.4,sector 69,8856.0,1580.85,Super Built up area 1578(146.6 sq.m.),3,3,2,9.0,West,Relatively New,flat,1578.0,,,0,0,0,1,0,0,120,526.9499999999999
ss the leaf,1.1,sector 85,6318.0,1741.06,Super Built up area 1741(161.74 sq.m.)Carpet area: 1218 sq.ft. (113.16 sq.m.),2,2,3+,3.0,South-East,Relatively New,flat,1741.0,,1218.0,0,0,1,0,0,0,143,870.53
tata primanti,8.5,sector 72,13492.0,6300.0,Plot area 6300(585.29 sq.m.),5,6,3+,10.0,East,Relatively New,house,,6300.0,,1,1,1,1,0,2,145,1260.0
smart world gems,0.88,sector 89,7963.0,1105.11,Carpet area: 1105 (102.66 sq.m.),2,2,3,2.0,,New Property,flat,,,1105.0,1,0,0,0,0,0,44,552.555
piedmont taksila heights,1.0,sector 37c,6506.0,1537.04,Carpet area: 1537 (142.79 sq.m.),3,3,3+,8.0,,Relatively New,flat,,,1537.0,0,0,0,0,0,2,49,512.3466666666667
ompee k s residency,1.6,new sector 2,2993.0,5346.0,Carpet area: 66 (55.18 sq.m.),2,2,2,1.0,,Relatively New,flat,,,66.0,0,0,0,0,0,0,0,2673.0
alpha corp gurgaonone,2.28,sector 84,8769.0,2600.07,Super Built up area 3434(319.03 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,3+,8.0,South-East,Relatively New,flat,3434.0,,2600.0,0,1,0,0,0,0,61,650.0175
godrej air,1.83,sector 85,10005.0,1829.09,Carpet area: 1829 (169.92 sq.m.),3,3,3+,18.0,,Under Construction,flat,,,1829.0,0,0,0,0,0,0,110,609.6966666666666
international city by sobha phase 2,7.0,sector 109,11240.0,6228.0,Plot area 692(578.6 sq.m.),5,5,3+,2.0,South,Relatively New,house,,6228.0,,0,1,0,0,0,0,129,1245.6
