price,sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
3.0,sector 67,4,4,0,Moderately Old,house,2800.0,0,0,0,Low,Mid Floor
1.75,sector 48,3,3,3,Old Property,flat,2200.0,1,0,1,Medium,Mid Floor
0.69,sector 7,1,1,1,Old Property,house,758.0,0,0,0,Low,Low Floor
3.7,sector 60,4,5,3,Relatively New,flat,2534.0,1,0,2,High,Mid Floor
0.38,sector 37c,2,2,1,Relatively New,flat,925.0,0,0,0,Medium,Mid Floor
2.5,sector 81,3,3,2,Relatively New,flat,1700.0,1,0,1,High,High Floor
3.15,sector 83,5,7,3+,Relatively New,flat,3200.0,1,0,2,High,High Floor
0.75,sector 83,2,2,2,Relatively New,flat,1150.0,0,0,2,Medium,High Floor
1.65,sector 79,3,3,0,Relatively New,flat,1815.0,0,0,0,Low,High Floor
6.95,sector 17b,4,4,3+,Old Property,house,3500.0,1,1,0,Low,Low Floor
3.05,sector 113,3,4,3,New Property,flat,2600.0,1,0,0,High,High Floor
1.2,manesar,3,4,2,Relatively New,flat,1670.0,1,0,0,Low,Mid Floor
15.0,sector 50,4,4,2,Moderately Old,house,4500.0,1,0,0,High,Low Floor
10.0,sector 109,4,5,3+,New Property,house,3600.0,1,0,2,Low,Low Floor
1.25,sector 86,3,2,1,New Property,flat,1529.0,0,0,0,Low,High Floor
1.25,sector 90,3,3,3,Relatively New,flat,1557.0,0,0,0,Medium,High Floor
2.1,sector 106,4,6,3+,Relatively New,flat,2131.0,1,0,0,Medium,Mid Floor
3.25,sector 110,4,4,3,Relatively New,flat,3077.0,1,0,0,Medium,High Floor
1.5,sector 88a,3,3,2,Relatively New,flat,2056.0,0,0,0,Low,Mid Floor
0.75,sector 90,2,2,3,Relatively New,flat,1444.0,0,0,0,Medium,Mid Floor
2.1,sector 108,2,2,2,Under Construction,flat,1250.0,0,0,0,Medium,Mid Floor
0.75,sector 92,3,3,3,Relatively New,flat,1415.0,0,0,2,Low,Low Floor
2.5,sector 102,4,5,3+,Relatively New,flat,2894.0,1,0,0,Medium,Mid Floor
4.4,sector 49,6,6,3,Moderately Old,house,2880.0,1,1,1,Medium,Mid Floor
0.8,sector 77,2,2,2,Relatively New,flat,1163.0,0,0,2,Low,Mid Floor
0.65,sector 90,2,2,3,Relatively New,flat,1050.0,0,0,0,Medium,Mid Floor
1.67,sector 70,3,5,3,Moderately Old,flat,1527.0,1,0,0,Medium,Mid Floor
4.3,sector 22,3,4,3+,Relatively New,flat,2600.0,1,0,1,Medium,Mid Floor
1.4,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,0,Medium,Low Floor
1.76,sector 69,3,4,2,Relatively New,flat,1674.0,0,0,0,High,Low Floor
1.75,sector 102,3,4,3+,Relatively New,flat,1757.0,1,0,2,Medium,High Floor
1.11,sector 85,2,2,3,Relatively New,flat,1630.0,0,1,0,High,Mid Floor
1.08,sector 33,2,2,3,Under Construction,flat,85.0,0,0,0,Medium,Mid Floor
0.87,sohna road,3,2,3,Relatively New,flat,1210.0,0,0,0,Medium,Mid Floor
10.5,sector 108,5,4,3+,Relatively New,house,7331.0,0,0,0,Medium,Low Floor
2.4,sector 22,2,2,2,Relatively New,flat,1200.0,0,0,1,Medium,Mid Floor
1.15,sector 78,3,3,3,Moderately Old,flat,1969.0,1,0,0,Low,Mid Floor
0.8,sector 92,4,4,3,Moderately Old,flat,1893.0,0,0,0,Medium,Low Floor
0.65,sector 83,1,1,0,Relatively New,flat,700.0,0,0,0,Low,Mid Floor
1.43,sector 69,3,3,2,Relatively New,flat,1305.0,0,0,0,Medium,Low Floor
1.6,sector 61,2,2,2,Relatively New,flat,1533.0,1,0,0,Medium,High Floor
2.35,sector 65,3,3,3,Relatively New,flat,1500.0,1,0,2,Medium,Low Floor
0.94,sector 82,2,2,2,Relatively New,flat,1299.0,0,0,2,Medium,High Floor
0.48,manesar,2,2,3,Moderately Old,flat,993.0,0,0,0,Medium,Mid Floor
1.4,sector 15,4,3,3,Old Property,flat,1444.0,0,0,2,Medium,Mid Floor
0.9,sector 28,4,2,3+,Old Property,flat,1382.0,0,0,0,Low,Low Floor
1.15,sector 85,2,2,3,Relatively New,flat,1263.0,0,0,0,Medium,High Floor
0.7,sector 90,2,2,3,New Property,flat,1176.0,0,0,0,Low,High Floor
1.52,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,2,High,Mid Floor
15.0,sector 48,5,6,3+,Relatively New,flat,7444.0,1,0,1,Low,High Floor
0.5,sector 107,3,2,2,Relatively New,flat,717.0,0,0,0,Low,Mid Floor
1.3,sector 21,5,5,2,Old Property,flat,2400.0,1,1,2,Low,Low Floor
1.2,sector 12,2,4,2,Relatively New,house,846.0,0,0,2,Low,Low Floor
8.25,sector 53,3,4,3,Under Construction,flat,2661.0,1,0,1,Low,Mid Floor
1.7,sector 67a,3,3,2,New Property,flat,1346.0,1,0,2,Low,Mid Floor
1.19,sector 83,2,2,3,Relatively New,flat,1630.0,0,0,0,Low,Mid Floor
2.15,sector 102,3,4,3,Relatively New,flat,1945.0,1,0,0,Medium,High Floor
1.25,sector 9,3,6,3+,Old Property,house,1431.0,0,0,0,Low,Mid Floor
5.5,sohna road road,3,3,3+,Moderately Old,house,3500.0,1,0,0,Low,Low Floor
0.25,sohna road,2,2,1,Relatively New,flat,681.0,0,0,2,Medium,High Floor
2.1,sector 65,2,2,3,New Property,flat,1015.0,0,0,0,Low,Mid Floor
2.99,sector 67,3,3,3,Relatively New,flat,2200.0,1,0,2,Low,Mid Floor
2.4,sector 65,3,3,3,Relatively New,flat,1600.0,1,0,2,Low,Mid Floor
1.2,manesar,3,3,3+,Moderately Old,flat,2944.0,1,0,0,Low,Mid Floor
0.62,sector 82a,1,1,0,Relatively New,flat,650.0,0,0,0,Low,Mid Floor
0.91,sohna road,2,2,3,New Property,flat,1222.0,0,0,0,Medium,Low Floor
0.56,sector 67a,2,2,2,Relatively New,flat,778.0,0,0,0,Low,Low Floor
1.25,manesar,4,4,3+,Moderately Old,flat,2946.0,0,0,2,Low,Mid Floor
2.9,sector 108,3,4,2,New Property,flat,2003.04,0,0,0,Medium,Mid Floor
0.79,sector 92,3,2,2,New Property,flat,1175.0,0,0,0,Low,High Floor
0.79,sohna road,3,2,3+,Under Construction,flat,978.0,0,0,0,Medium,Mid Floor
0.26,sector 95,1,1,1,New Property,flat,406.0,0,0,0,Low,Mid Floor
3.55,sector 51,5,6,3+,Moderately Old,flat,5200.0,1,1,2,High,High Floor
3.2,sector 66,3,3,3,Relatively New,flat,1800.08,1,1,2,Medium,High Floor
2.75,sector 24,7,7,3+,Moderately Old,house,3000.0,0,0,2,Low,Mid Floor
0.75,sector 6,2,4,1,Moderately Old,house,713.0,0,0,0,Medium,Mid Floor
2.6,sohna road,2,2,2,New Property,flat,4987.53,0,0,0,Low,Mid Floor
18.02,sector 60,9,12,3+,Relatively New,house,6390.0,1,0,2,Medium,Mid Floor
0.4,sohna road,2,2,2,Relatively New,flat,900.0,0,0,0,Low,Low Floor
1.6,sector 109,3,3,3,Relatively New,flat,1550.0,0,0,0,Medium,Mid Floor
1.4,sector 81,3,3,3+,Relatively New,flat,1475.0,0,0,0,Medium,Mid Floor
0.9,sector 92,3,2,3,Relatively New,flat,1240.0,0,0,0,Medium,High Floor
1.55,sector 92,3,4,3,Relatively New,flat,1805.0,1,0,2,Medium,High Floor
2.8,sector 65,3,3,3+,Relatively New,flat,1650.07,1,0,2,Low,Mid Floor
2.75,sector 92,4,4,3+,Relatively New,house,5000.0,0,0,0,Low,Mid Floor
1.31,sector 69,3,3,2,Relatively New,flat,1392.0,0,0,2,High,High Floor
2.2,sector 63a,2,3,3+,Under Construction,flat,997.0,0,0,0,Medium,Mid Floor
2.2,sector 85,4,5,3+,Relatively New,flat,2545.0,0,0,0,Medium,Mid Floor
1.0,sector 70,3,2,2,Moderately Old,flat,1078.0,0,0,0,Medium,Mid Floor
5.25,sector 47,9,9,3+,Relatively New,house,4650.0,1,0,2,Medium,Mid Floor
0.45,sector 92,2,2,1,New Property,flat,646.0,0,0,2,Low,Mid Floor
5.25,sector 111,4,6,3+,Relatively New,flat,4072.0,1,0,2,Medium,Mid Floor
0.46,sector 106,1,1,1,New Property,flat,778.0,0,0,0,Medium,High Floor
5.15,sector 39,5,5,0,Relatively New,house,3660.0,0,0,0,Low,Low Floor
0.4,sector 4,1,1,1,Moderately Old,house,432.0,0,0,0,Low,Low Floor
1.05,sector 83,3,3,3,Moderately Old,flat,1468.0,0,0,2,Medium,Mid Floor
0.71,sector 37d,2,2,3,New Property,flat,1100.0,0,0,0,Low,Mid Floor
1.65,sector 90,4,4,3+,Moderately Old,flat,2468.0,0,0,0,Medium,Mid Floor
1.09,sector 85,2,2,3,Relatively New,flat,1638.0,0,1,0,High,Mid Floor
0.6,sector 92,3,2,3,Moderately Old,flat,1333.0,0,0,2,Low,Mid Floor
6.0,sector 48,4,4,3+,Moderately Old,house,2700.0,1,0,0,Medium,Low Floor
1.6,sector 109,3,3,3,Relatively New,flat,2303.0,1,0,0,Medium,Mid Floor
1.75,sector 39,3,4,3,Old Property,flat,2222.0,1,0,1,Low,Mid Floor
0.34,sohna road,2,2,1,New Property,flat,699.0,0,0,0,Low,Low Floor
3.39,sector 67,3,4,3,Relatively New,flat,2100.0,1,0,2,Low,High Floor
2.0,sector 52,4,3,3,Moderately Old,flat,2091.0,1,0,1,Medium,Mid Floor
0.56,sector 2,1,2,2,Moderately Old,flat,723.0,0,0,0,Medium,Mid Floor
12.25,sector 50,5,7,3+,Relatively New,house,5850.0,1,0,2,High,Low Floor
1.42,sector 48,3,3,3,Moderately Old,flat,1493.0,0,1,1,High,Low Floor
0.39,sector 84,2,2,0,Relatively New,flat,549.0,0,0,0,Low,Mid Floor
0.62,sector 78,2,2,1,Moderately Old,flat,1115.0,0,1,0,Medium,Mid Floor
1.44,sector 92,4,4,3,Relatively New,flat,2267.0,0,0,0,Low,Mid Floor
1.54,sector 86,3,3,3+,Relatively New,flat,1780.0,1,0,0,High,High Floor
0.75,sector 36a,2,2,2,Relatively New,flat,856.0,0,0,0,Low,Mid Floor
3.8,sector 43,3,3,3+,Moderately Old,flat,2450.0,1,0,2,Medium,Low Floor
0.92,sector 90,3,4,3,Relatively New,flat,1493.0,1,0,0,Medium,Mid Floor
1.7,sector 69,4,4,2,New Property,flat,1819.0,0,0,0,Medium,Mid Floor
1.42,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,2,Medium,Mid Floor
1.07,sector 85,2,2,3,Relatively New,flat,1484.0,0,0,0,Medium,High Floor
2.0,sector 92,4,5,3+,Relatively New,flat,2453.0,1,0,2,Medium,High Floor
1.4,sector 69,3,3,1,Relatively New,flat,1419.0,0,0,0,Medium,High Floor
1.32,sector 68,2,2,3,Relatively New,flat,1364.0,0,0,0,Medium,High Floor
4.1,sector 72,4,5,3+,New Property,flat,2629.0,1,0,0,Medium,High Floor
5.85,sector 109,4,5,3+,Relatively New,house,2214.0,1,0,2,Medium,Low Floor
1.68,sector 69,4,4,2,Relatively New,flat,1819.0,0,0,0,Medium,Low Floor
1.17,sector 90,3,3,3,Relatively New,flat,1630.0,0,0,2,Medium,High Floor
3.15,sector 63a,3,3,3,Under Construction,flat,2152.82,0,0,0,Low,Mid Floor
1.49,sector 85,4,5,3+,Relatively New,flat,2017.0,1,0,2,Medium,Mid Floor
2.0,sector 63a,3,3,2,Under Construction,flat,1540.0,0,0,0,Low,Low Floor
6.5,sector 24,4,5,3+,New Property,flat,3889.0,1,0,1,Low,Mid Floor
0.71,sector 51,2,2,1,Relatively New,flat,1007.0,0,0,0,Low,Mid Floor
1.6,sector 74,2,2,2,New Property,flat,1272.0,0,0,0,Low,High Floor
1.69,sector 49,3,3,3,Moderately Old,flat,2178.0,0,0,0,Medium,Mid Floor
1.15,sector 81,3,2,3+,Relatively New,flat,1352.0,0,0,0,Medium,High Floor
1.4,sector 109,3,3,3+,Relatively New,flat,1584.0,0,0,0,Medium,High Floor
3.35,sector 76,3,4,3+,Under Construction,flat,2111.0,1,0,1,High,Mid Floor
2.65,sector 65,2,2,3,New Property,flat,1433.05,0,0,0,Low,Mid Floor
3.09,sector 72,5,5,3+,Relatively New,house,3653.0,1,0,2,Low,High Floor
5.8,sector 43,6,6,3,Relatively New,house,1935.0,1,0,2,Low,Low Floor
1.75,sector 83,3,3,3,Relatively New,flat,1600.0,1,0,2,High,Mid Floor
1.4,sector 104,3,2,2,Under Construction,flat,1120.0,0,0,0,Low,Mid Floor
0.95,sector 9a,3,3,2,Moderately Old,flat,1403.0,0,0,0,Low,Mid Floor
1.4,sector 69,3,3,1,Relatively New,flat,1419.0,0,0,0,High,High Floor
3.25,sector 54,3,3,3+,Old Property,flat,2558.0,0,0,2,Medium,Low Floor
0.73,sohna road,2,2,3,Relatively New,flat,978.0,0,0,0,Low,Mid Floor
2.3,sector 7,5,3,3+,Old Property,house,1350.0,1,0,0,Low,Mid Floor
3.32,sector 67,3,4,3,New Property,flat,2016.0,1,0,2,High,Mid Floor
1.38,gwal pahari,3,3,2,Relatively New,flat,1294.0,0,0,2,High,Low Floor
0.66,sohna road,2,2,3,Relatively New,flat,978.0,0,0,0,Low,High Floor
2.05,sector 56,4,4,3+,Moderately Old,flat,2667.0,0,0,2,Low,Mid Floor
2.2,sector 81,3,4,3+,Relatively New,flat,2481.0,1,0,2,High,Mid Floor
1.25,sector 31,2,2,2,Old Property,flat,1200.0,0,0,0,Low,Low Floor
11.25,sector 109,7,5,3+,Relatively New,house,4500.0,1,0,0,Low,Mid Floor
0.42,sector 105,3,2,1,Relatively New,flat,1111.0,0,0,0,Low,Low Floor
1.75,sector 110,4,4,3+,Relatively New,flat,2468.0,1,0,0,Medium,High Floor
0.44,sector 86,2,2,2,Relatively New,flat,668.0,0,0,2,Medium,Mid Floor
1.51,sector 66,2,2,2,Relatively New,flat,1188.0,0,0,2,Medium,Mid Floor
2.25,sector 7,3,3,2,Old Property,house,1440.0,0,0,2,Low,Low Floor
1.83,sector 104,3,4,3+,Relatively New,flat,2000.0,1,0,0,High,Mid Floor
2.9,sector 65,4,4,3+,Relatively New,flat,1975.07,1,0,2,High,Mid Floor
9.5,sector 25,9,9,3+,Old Property,house,2844.0,0,0,0,Medium,Mid Floor
2.35,sector 102,3,3,3,Relatively New,flat,2351.0,1,0,2,High,High Floor
1.68,sector 109,3,3,3,Relatively New,flat,1579.0,0,0,0,Medium,Mid Floor
0.37,sector 71,1,1,2,Relatively New,flat,450.0,0,0,0,Medium,Low Floor
0.6,sector 2,1,1,1,Moderately Old,flat,665.0,0,0,2,Medium,Mid Floor
16.0,sector 26,5,6,3,Old Property,house,4500.0,0,0,0,Low,Low Floor
3.4,sector 41,4,4,3,Old Property,flat,2900.0,0,0,0,Low,Low Floor
2.2,sector 82a,3,3,3+,Relatively New,flat,1893.0,1,0,1,High,High Floor
1.55,sector 86,4,4,3+,Moderately Old,flat,2038.0,1,0,2,Medium,High Floor
2.35,sector 28,3,4,3,Old Property,flat,1700.0,1,0,2,Medium,Mid Floor
2.01,sector 61,3,3,3,Under Construction,house,1549.0,0,0,0,Medium,Mid Floor
1.55,sector 63a,2,2,2,Under Construction,flat,1167.0,0,0,0,Low,Low Floor
1.9,sector 68,3,3,3+,Under Construction,flat,2288.0,1,0,0,Low,Low Floor
3.9,sector 38,6,6,3+,Moderately Old,house,1836.0,1,0,0,Low,Mid Floor
0.32,sector 99a,2,2,1,Relatively New,flat,601.0,0,0,0,Low,Mid Floor
3.2,sector 72,4,4,3+,Moderately Old,flat,2600.0,1,0,2,High,Mid Floor
1.25,sector 37d,3,3,3+,Under Construction,flat,1725.0,0,0,0,Low,Low Floor
0.66,sector 36,2,2,3,New Property,house,823.0,0,0,0,Low,Mid Floor
1.5,sector 103,3,3,3+,Under Construction,flat,1741.0,0,0,0,Medium,Mid Floor
0.85,sector 30,2,2,1,Old Property,flat,734.0,0,0,2,Low,Low Floor
1.25,sector 6,2,5,1,New Property,house,120.0,0,0,0,Low,Low Floor
0.66,sector 92,3,2,2,Relatively New,flat,1473.0,0,0,1,Low,High Floor
1.3,sector 79,2,4,2,Relatively New,flat,1223.0,0,0,0,Medium,Mid Floor
0.82,sector 71,2,2,2,Moderately Old,flat,1086.0,0,0,0,Low,Mid Floor
2.79,sector 22,3,3,3,New Property,flat,1860.0,0,0,1,High,High Floor
3.65,sector 112,3,4,3+,Relatively New,flat,2225.56,1,0,2,High,High Floor
1.32,sector 89,3,3,3,Under Construction,flat,867.0,0,0,0,Low,Low Floor
1.58,sector 85,3,4,3,Relatively New,flat,2227.0,1,0,0,High,Mid Floor
1.42,sector 102,2,2,3,Relatively New,flat,1368.0,0,0,0,Low,High Floor
1.35,sector 37d,3,3,3+,Under Construction,flat,1600.0,0,0,0,Medium,Mid Floor
1.2,sector 37c,3,4,3,Relatively New,flat,1635.0,0,0,0,Medium,Mid Floor
1.5,gwal pahari,4,4,3+,Moderately Old,flat,1850.0,0,0,0,Medium,Mid Floor
0.9,manesar,3,3,3+,Moderately Old,flat,1900.0,1,0,0,Low,Mid Floor
7.3,sector 25,9,9,2,Relatively New,house,5800.0,1,1,2,Medium,Mid Floor
0.55,sector 67a,2,2,2,Relatively New,flat,581.0,0,0,0,Medium,Mid Floor
2.87,sector 113,4,4,3+,Under Construction,flat,2553.0,1,0,0,Medium,Mid Floor
0.65,sohna road,2,1,2,New Property,flat,913.0,0,0,0,Medium,Mid Floor
4.5,sector 14,5,5,1,Relatively New,house,2778.0,0,0,0,Low,Low Floor
1.1,sector 33,2,2,2,Under Construction,flat,1275.0,0,0,0,Low,Mid Floor
0.9,sector 3,3,1,0,Moderately Old,house,1008.0,0,0,0,Low,Low Floor
9.85,sector 43,5,5,2,Old Property,house,3323.0,1,0,0,Low,Mid Floor
2.38,sector 49,3,4,3,Relatively New,flat,2061.0,0,0,0,Low,Low Floor
2.15,sector 102,3,3,3,Relatively New,flat,1690.0,0,0,2,Low,Mid Floor
0.66,sector 7,3,1,1,Relatively New,house,550.0,0,0,0,Low,Mid Floor
1.18,sector 83,3,3,2,Relatively New,flat,1618.0,0,0,0,Low,High Floor
3.05,sector 113,3,4,3,Relatively New,flat,2150.0,1,0,0,High,Mid Floor
1.2,sector 89,3,3,3,Under Construction,flat,1064.0,0,1,0,Medium,Mid Floor
2.25,sector 103,3,5,3+,Relatively New,house,3534.0,0,0,0,Low,Mid Floor
1.47,sector 61,2,2,2,Under Construction,flat,1333.0,0,0,0,Medium,Low Floor
1.25,sector 90,3,3,3+,Relatively New,flat,1929.0,1,0,0,Medium,Mid Floor
0.82,sector 36,3,2,3,New Property,flat,1201.0,0,0,0,Low,Low Floor
0.85,new,4,4,3,Moderately Old,flat,1607.0,0,0,0,Low,Mid Floor
10.0,sector 54,4,5,3+,Moderately Old,flat,3000.0,1,0,1,High,High Floor
1.1,sector 89,3,1,0,New Property,flat,1103.0,0,0,0,Low,Low Floor
1.85,sector 68,3,3,3+,Under Construction,flat,1798.0,0,0,0,Low,High Floor
1.25,sector 92,4,4,3,Relatively New,flat,1939.0,1,0,0,Medium,High Floor
1.22,sector 85,2,2,3,Relatively New,flat,1300.0,0,1,0,Medium,High Floor
0.41,sector 86,2,2,1,New Property,flat,557.0,1,0,0,Low,Mid Floor
1.55,sector 109,3,2,0,Relatively New,house,2360.0,0,0,0,Low,Low Floor
13.2,sector 50,6,6,0,Moderately Old,house,4861.0,0,0,0,Low,Low Floor
1.3,sector 86,2,2,3,Relatively New,flat,1339.0,0,0,0,Low,Mid Floor
1.24,sector 84,3,3,3,Relatively New,flat,1650.0,0,0,2,High,Mid Floor
0.32,sector 4,2,2,1,Relatively New,flat,1056.0,0,0,2,Low,Mid Floor
0.27,sector 84,1,1,1,Relatively New,flat,387.0,0,0,1,Low,High Floor
1.42,sector 65,2,2,2,Relatively New,flat,1010.0,0,0,2,High,Mid Floor
0.2,sohna road,2,2,1,New Property,flat,743.0,0,0,0,Low,Mid Floor
3.4,sector 110,4,5,3,Relatively New,flat,3077.0,1,1,0,Medium,Mid Floor
0.78,sector 83,2,2,2,Relatively New,flat,850.0,0,0,2,High,Mid Floor
0.59,sector 71,2,2,1,Moderately Old,flat,639.0,0,0,0,Medium,Mid Floor
2.1,sector 62,2,2,3,New Property,flat,1500.0,0,0,2,Low,High Floor
1.5,sector 92,3,3,3,Relatively New,flat,1738.0,0,0,0,Low,Mid Floor
0.5,sector 86,2,2,2,Old Property,flat,573.0,0,0,0,Low,Mid Floor
0.7,sector 37c,2,3,3+,Under Construction,flat,1299.0,0,0,0,Medium,High Floor
1.5,sector 91,3,4,3+,Relatively New,flat,1786.0,1,0,0,Medium,Mid Floor
0.74,sector 86,2,2,1,Under Construction,flat,1231.0,0,0,0,Low,High Floor
1.65,sector 70,3,4,3,Relatively New,flat,1586.0,1,0,1,High,Low Floor
1.65,dwarka expressway,3,4,3,Under Construction,flat,3094.0,0,0,0,Low,Mid Floor
0.3,sector 99a,2,2,1,New Property,flat,600.0,0,0,0,Low,Mid Floor
6.3,sector 109,4,5,3+,Relatively New,house,7000.0,0,0,2,Medium,Low Floor
3.5,sector 57,4,4,3+,Old Property,house,1620.0,0,1,2,Medium,Mid Floor
0.22,new sector 2,2,2,1,New Property,flat,556.0,0,0,2,Low,Low Floor
2.35,sector 4,4,4,2,Old Property,house,1440.0,0,0,0,Low,Low Floor
0.9,sector 104,2,2,0,Relatively New,flat,1259.0,0,0,0,Low,High Floor
1.3,sector 83,3,3,1,Relatively New,flat,2588.0,0,0,2,Medium,Mid Floor
2.0,sector 104,3,4,3+,Relatively New,flat,2072.0,1,0,0,Medium,Mid Floor
2.5,sector 91,4,4,3+,Moderately Old,house,3400.0,1,1,2,Medium,Mid Floor
1.68,sector 69,4,4,2,Relatively New,flat,1819.0,0,0,0,Medium,Mid Floor
1.1,sector 3,2,2,2,Under Construction,flat,956.0,0,0,0,Medium,High Floor
1.25,sector 85,2,2,3+,Relatively New,flat,1426.0,0,1,0,High,High Floor
5.0,sector 52,5,5,3+,Moderately Old,flat,5200.0,0,0,0,Low,Low Floor
1.7,sector 109,3,3,3,Relatively New,flat,1550.0,0,0,0,Medium,High Floor
1.3,sector 86,2,3,3,Relatively New,flat,944.0,0,0,2,Low,Mid Floor
1.2,sector 69,2,3,1,Relatively New,flat,1222.0,0,0,0,High,Low Floor
1.25,sector 92,3,3,3,Under Construction,flat,2278.0,1,0,0,Low,High Floor
0.2,sector 2,1,1,1,Moderately Old,flat,556.0,0,0,0,Low,Low Floor
1.1,sector 70,2,2,2,Relatively New,flat,1444.0,0,0,0,Medium,Mid Floor
1.8,sector 91,3,3,3+,Relatively New,flat,2578.0,0,0,1,Low,Low Floor
2.12,sector 102,3,3,3,New Property,flat,1571.0,0,0,0,Medium,Mid Floor
0.7,sector 3 phase 3 extension,2,3,1,Relatively New,house,999.0,0,1,0,Low,Low Floor
1.4,sector 107,3,4,0,New Property,flat,2137.0,0,0,0,Medium,Low Floor
0.6,sector 21,3,3,2,Old Property,house,972.0,0,0,0,Low,Mid Floor
0.75,sector 92,3,2,2,New Property,flat,1298.0,0,0,0,Medium,Mid Floor
15.0,sector 39,5,5,3+,Moderately Old,house,4500.0,1,0,2,Low,Mid Floor
1.99,sector 102,2,2,2,New Property,flat,1145.0,0,0,0,High,High Floor
1.45,sector 81,3,2,3+,Relatively New,flat,1352.0,0,0,0,Low,Mid Floor
1.0,sector 67,3,3,3+,Moderately Old,flat,1406.0,0,0,0,Low,Low Floor
0.92,sector 70a,2,3,3+,New Property,house,1319.0,0,0,0,High,Mid Floor
2.5,sector 43,3,3,2,New Property,flat,195.0,0,0,0,Low,Low Floor
0.92,sector 88b,2,2,2,Relatively New,flat,1300.0,0,0,0,High,Mid Floor
3.0,sector 60,3,3,3,Relatively New,flat,2400.0,1,0,2,High,Mid Floor
1.25,sector 71,3,4,2,Relatively New,flat,1577.0,1,0,2,High,Mid Floor
1.1,sector 85,2,2,3,Relatively New,flat,1600.0,0,0,0,High,Mid Floor
5.0,sector 82,4,4,3+,Relatively New,house,3240.0,1,1,0,Low,Mid Floor
8.75,sector 109,5,5,3+,New Property,house,3600.0,1,1,2,High,Mid Floor
1.1,sector 92,3,2,3,Relatively New,flat,2350.0,0,0,0,Low,Low Floor
0.36,sector 7,2,2,1,Relatively New,flat,700.0,0,0,0,Low,Low Floor
2.0,sector 85,3,4,3,Relatively New,flat,2179.0,1,0,0,Low,Mid Floor
0.85,sector 99a,2,2,2,New Property,flat,1133.0,0,0,0,Low,Mid Floor
0.7,sector 28,2,2,0,Old Property,house,864.0,0,0,0,Low,Low Floor
3.5,sector 14,6,4,2,Old Property,house,1935.0,0,0,2,Low,Low Floor
1.54,sector 56,3,3,2,Old Property,flat,1920.0,1,0,2,Medium,Mid Floor
0.28,new sector 2,2,1,1,Relatively New,flat,1000.0,0,0,0,Low,Low Floor
0.45,sector 52,1,1,0,Moderately Old,flat,513.0,0,0,2,Low,Low Floor
1.07,sector 15,2,2,1,Old Property,house,900.0,1,0,0,Low,Low Floor
1.38,sector 82,4,5,3+,Relatively New,flat,2294.0,1,0,0,Medium,High Floor
3.5,sector 38,3,2,2,Moderately Old,house,1722.0,0,0,0,Low,Low Floor
1.6,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,0,Low,Low Floor
0.47,sector 4,2,2,1,New Property,house,50.0,0,0,2,Medium,Low Floor
1.65,sector 113,3,2,2,Relatively New,flat,1420.0,0,0,0,Low,Mid Floor
1.95,sector 43,3,4,3+,New Property,house,1935.0,1,0,2,Medium,Mid Floor
9.5,sector 17,8,8,3,Relatively New,house,4050.0,0,0,2,Low,Mid Floor
0.56,sector 92,3,1,3,Moderately Old,flat,1316.0,0,0,2,Medium,Low Floor
3.21,sector 113,3,3,3,New Property,flat,2281.0,0,0,0,Low,Mid Floor
2.7,sector 81,3,3,3,Relatively New,flat,2343.0,1,0,2,Low,High Floor
0.78,sector 92,2,2,2,New Property,flat,1083.0,0,0,2,Low,Low Floor
0.5,sector 6,3,3,2,Moderately Old,house,600.0,0,0,0,Low,Low Floor
1.4,sector 91,3,3,3+,Relatively New,flat,1700.0,0,0,0,Medium,Mid Floor
1.16,sector 89,3,3,2,Under Construction,flat,1581.0,0,0,0,Medium,Mid Floor
0.49,sector 84,2,2,2,Relatively New,flat,1018.0,0,0,0,Medium,High Floor
0.71,sector 77,2,2,2,Relatively New,flat,1057.0,0,0,0,Medium,Mid Floor
1.1,sector 81,3,2,3+,Relatively New,flat,1319.0,0,0,0,High,Mid Floor
3.3,sector 33,3,3,3,Under Construction,flat,2667.0,1,1,0,Medium,Low Floor
10.55,sector 25,5,6,3+,Moderately Old,house,2700.0,1,1,0,Medium,Mid Floor
4.12,sector 4,2,1,3+,Moderately Old,house,4635.0,0,0,0,Low,Low Floor
12.5,sector 109,5,6,3,Relatively New,house,4500.0,1,1,0,Medium,Mid Floor
2.95,sector 108,3,4,2,Relatively New,flat,2003.12,0,0,0,Low,High Floor
0.25,sohna road,2,2,1,Relatively New,flat,535.0,0,0,0,Medium,Mid Floor
18.0,sector 26,6,6,2,Old Property,house,4518.0,1,0,2,Low,Mid Floor
3.08,sector 11,6,4,2,Moderately Old,house,2700.0,0,0,0,Low,Low Floor
0.41,sector 95,2,2,2,New Property,flat,670.0,0,0,2,Medium,High Floor
1.5,sector 54,3,3,3+,Moderately Old,flat,1700.0,0,0,2,Medium,Mid Floor
9.35,sector 41,10,10,3+,Moderately Old,house,7500.0,1,0,2,Medium,Mid Floor
1.25,sector 85,2,2,3,Relatively New,flat,1730.0,0,0,0,Low,Mid Floor
1.44,sector 69,3,3,2,Relatively New,flat,1381.0,0,0,0,High,Low Floor
